Id,NameCanonical,NameAuthorship,NameYear,RefString,RefYear
73282fe5-aa81-4e50-8320-bd37d7f5c8a3,Mytilaspis flava hawaiiensis,"Maskell, 1895",1895,\N,""
2e421f2b-6cdb-4314-8f7d-9f70003b61f3,Macellicephala grandelytris,"Levenstein, 1975",1975,"Levenstein, R. Ya. The polychaetous annelids of the deep-sea trenches of the Atlantic sector of the Antarctic Ocean. Transactions of the P.P.Shirov Institute of Oceanology Academy. Trudy Instituta Okeanologia, Akademia nauk SSSR. 103: 119-142. (1975).",1975
8517957c-642f-4635-9695-4b5e54481144,Tanytarsus hemipsilus,"Kieffer, 1911",1911,\N,""
6c41bb3d-955b-4bb4-8c31-09a21d758ed0,Epitonium matthewsae,"Clench & R.D.Turner, 1952",1952,\N,""
087b6a89-b609-457c-9dcd-a48041e5feb3,Himalopsyche lanceolata,"(Morton, 1900)","",\N,""
73d9efd0-6184-4ebc-84d5-71b75a434b5a,Plastus (Exochirus) papuanus,"(Cameron, 1924)","","Cameron, M. Staphylinidae collected in New Guinea by W. C. van Heurn, with descriptions of new species. Nova Guinea, 15 (Zoology 1): 81-87. (1924).",1924
4a44b374-4940-49bc-a17a-5ecfb5261de0,Dosinia erythraea,"Römer, 1860",1860,\N,""
2e1e8619-70c1-49cc-9156-4923e0e26e2a,Muhlenbergia pectinata,Goodd.,"",Goodd. In: J. Washington Acad. Sci. 31: 505. (1941).,1941
ac3f9cfe-4981-4ca0-8ac1-73c160a2accc,Didymocentrotus foveatus,"(Aurivillius, 1917)","",\N,""
8eed8d65-3c60-4dd9-86f9-f3d04e155122,Phidiana patagonica,"(d'Orbigny, 1836)","",\N,""
8d247da7-8aa2-4013-b2ef-eaf0aa401251,Phalaris coerulescens lusitanica,Rocha Afonso & Franco,"",Rocha Afonso & Franco. In: Silva Lusitana 5: 142. (1997).,1997
81a4aad1-c692-495f-97e8-a4fee3f97989,Desmidophorus hartmannianus,"Hustache, 1936",1936,\N,""
4f148153-901d-4ab0-8f68-b5481b791478,Hylobium tortonianum,"G.Ponzi, 1876",1876,"Ponzi, G. I fossili del Monte Vaticano. Atti della Reale Accademia dei Lincei, (2)3: 925-959, pl. 1-3. (1876).",1876
e7421046-584e-4ad6-a6f3-6e456c2c6d37,Semenovia suffruticosa,(Freyn & Bornm.) Manden.,"",Manden. In: Trudy Tbilissk. Bot. Inst. 20: 22. (1959).,1959
e9f829ed-9053-4cd2-b1b3-e491188594ab,Plococompsus texatus,"Hustache, 1938",1938,\N,""
e97d6ff9-6e9e-43a8-849f-3c002fb3778f,Paspalum frumentaceum,\N,"","Rottler ex P.Beauv. In: Ess. Agrostogr.: 10, 171. (1812).",1812
113ae8c8-4bee-4186-9c97-507810c73caf,Megaselia subtumida,"(Wood, 1909)","","Verves, Yu. G. A catalogue of Oriental Calliphoridae (Diptera). Int. J. Dipterol. Res., 16: 233-310. [2005.??.??]. (2005).",2005
b9ce03d7-2e5a-461b-8da9-059ed545c932,Myristica chrysophylla entrecasteauxensis,(J.Sinclair) W.J.J.O.de Wilde,"",\N,""
501dfd28-43db-4c29-826c-13e878e58e9e,Culicoides biarcuatus,"Vimmer, 1932",1932,\N,""
6b776ccb-3b19-42b1-8cc0-aa0ad68f58e1,Mecopeltus lanei,"Hatch, 1972",1972,\N,""
09fd04e1-ac63-4c11-aa60-7b218f033d99,Cedrela barbata,C.DC.,"",C. DC. In: Bull. Herb. Boiss. 2: 575. (1894).,1894
6035ada8-b30c-4428-a8e1-ee72b7e677ce,Anoda hintoniorum,P.A.Fryxell,"","P. A. Fryxell. In: Aliso, 11(4): 500. (1987).",1987
8bcc706f-1129-4479-a5fd-68a404cc8954,Paralepidosaphes meliae,"Tang, 1986",1986,\N,""
7f2325f1-7254-439d-bd09-bf611c9a4508,Eprhopalotus purpureithorax,"Girault, 1916",1916,"Hansson, C. Eulophidae of Costa Rica (Hymenoptera: Chalcidoidea), 2. JOURBOOK: Memoirs of the American Entomological Institute VOLUME: 75 PAGES: 536pp. (2004).",2004
7b052e1c-b928-4137-8887-b0ccf8058112,Epalxella elliptica,"Penard, 1922",1922,\N,""
98a4f984-f11e-48b6-87ba-45f04208b723,Chimarra (Curgia) geranoides,"Flint, 1998",1998,\N,""
027f1b77-82b9-478e-ae58-dfad8fefdfaf,Momordica pycnantha,Harms,"","Harms. In: Notizbl. Bot. Gart. Berlin, 13: 427. (1936).",1936
be100f0a-9b5c-4d8c-b3b3-f28005e2777f,Iris chamaeiris italica,(Parl.) K.Richt.,"",K.Richt. In: Pl. Eur. 1: 253. (1890).,1890
156b65f5-2b69-4e78-948b-064f32d14298,Eois semirubra,"Warren, 1896",1896,\N,""
28e4b2b1-76d7-4476-9809-8e08f85d1cb4,Goryphus konishii,"Sudheer & Narendran, 2005",2005,"Sudheer, K.; Narendran, T.C. Descriptions of five new species of Goryphus Holmgren (Hymenoptera: Ichneumonidae) from southern India. Zoos' Print Journal. 20(12): 2083-2090. (2005).",2005
5b6b0b67-fd1d-4429-93c1-f891c7c5e86b,Verbesina chilapana,B.L.Turner,"","B. L. Turner. In: Phytologia, 70(2): 142. (1991).",1991
952c350c-a577-4584-ba0f-5ced3b577f9e,Lavandula bipinnata var. nimmoi,(Benth.) Kuntze,"",Kuntze. In: Revis. Gen. Pl. 2: 521. (1891).,1891
1ab34d8c-72d7-4fb9-8894-a3c35c6a1c17,Hieracium stenosphyrum,Omang,"","Omang. In: Arkiv Bot., Stockh., andra ser. 1: 122. (1949).",1949
ff34d326-afe7-43ef-ad18-61feb647883b,Commiphora edulis boiviniana,(Engl.) Gillett,"",\N,""
6460824b-d8f2-49db-9a2c-de7927569fb2,Buccinum meridionale,"Verkrüzen, 1884",1884,"Mayhew, R. and F. Cole. S. A taxonomic discussion and update of shell-bearing marine molluscs recorded from NW Atlantic North of Cape Cod (excluding Greenland), and Canadian Arctic Archipeligo. (1994).",1994
379d5ea9-eecb-4a21-8d77-2cd01ac130ea,Aricidea (Strelzovia) bryani,"Gaston & McLelland, 1996",1996,\N,""
8d8cf6c2-af80-471e-ad9e-eba7fc25b0ac,Quercus pseudomorisii,A.Camus,"",A.Camus. In: Rivièra Sci. 22: 66. (1935).,1935
a137847b-44d7-41dd-9f4c-988b256703d0,Polygala microlopha,Burch. ex DC.,"",DC. In: Prod. 1: 322. (1824).,1824
942c72e2-90f5-4bf2-aa6b-85f4e10077af,Andes humeralis,"(Walker, 1870)","","Muir F. A. G. The genus Andes Stål (Cixiidae: Homoptera). Philippine Journal of Science. Manila, 27: 201-226. (1925).",1925
04619b64-4d63-4d6f-a8cc-ec469c393292,Platypus subangustior,"Schedl, 1942a",1942,\N,""
cbdc57fc-ea40-43c5-9768-837a6c15b40b,Resthenia sertaneja,"Carvalho, 1974",1974,"Carvalho, J. C. M. Mirideos neotropicais, CLXXXI: Estudos sôbre a tribo Resthenini Reuter. VIII. - Descriçao de Prepopsella n. gen. e seis espécies novas (Hemiptera). Anais da Academia Brasileira de Ciencias 46: 303--310. (1974).",1974
52ad819f-7a0b-4d4b-a616-525a90584112,Cerithiella aethiopica,"Thiele, 1925",1925,\N,""
580aea56-635f-4ad5-bf00-eab12f5b1ad0,Melochia paniculata,\N,"",\N,""
8b9c5e6c-5ece-4b06-914d-7b4a148ad736,Diaprysius caudatus caudatus,"(Abeille de Perrin, 1875)","",\N,""
33874660-5c52-4a77-a85d-e9fdfb470c3e,Penstemon jaffrayanus,Hook.,"",Hook. In: Bot. Mag. t. 5045. (1858).,1858
0a109b29-1367-49f1-aaf0-e9ebd9d88819,Hyperomias sejugatus,"Voss, 1970",1970,\N,""
274c4ab7-1aaf-45ca-bdef-e2533f1ea8c1,Columbia floribunda,(Wall. ex Voigt) Kurz,"","Kurz. In: J. Asiat. Soc. Bengal 42: 2, 63. (1873).",1873
43a0decd-f203-4c04-ab49-b17977166711,Salvia aprica,Schur,"",Schur. In: Enum. Pl. Transsilv.: 522. (1866).,1866
936db735-dc66-424e-9ee1-47c885432da7,Amphicarpaea africana,(Hook.f.) Harms,"",\N,""
8e519371-a765-45ea-b26e-ad97a9bd36f7,Oxyscelio rugosus,"(Kieffer, 1908)","",\N,""
013d8755-91fd-44ad-aace-b94e9a49ddb2,Hypothyris mamercus pyrippe,"Hopffer, 1874",1874,\N,""
003779b7-2b3d-4058-80ce-d89787daf237,Thesium fragile,L.fil.,"",L. fil. In: Suppl. 162. (1782).,1782
61d41f96-a3d8-4b71-a50c-bc81e9b5bc52,Trimmatostroma cetrariae,"Brackel, 2013",2013,"Zhurbenko, M.P.; Brackel, W. von. Checklist of lichenicolous fungi and lichenicolous lichens of Svalbard, including new species, new records and revisions. In: Herzogia 26(2):353. (2013).",2013
2766eb41-ab1f-4947-aae6-47d0ef629b7e,Dibastica major,"I.Bolívar, 1908",1908,\N,""
2058bae2-3319-4c0d-a8ba-a09a15bd8b00,Schizaphis (Schizaphis) chaenometicola,"Zhang & Guangxue, 1998",1998,"Zhang, Guangxue A study on the Chinese Schizaphis Börner, with descriptions of three new species (Homoptera: Aphididae). A study on the Chinese Schizaphis Börner, with descriptions of three new species (Homoptera: Aphididae). Acta Entomologica Sinica 41(4). (1998).",1998
187f38f0-d289-4b85-a0bd-885cd6064c1d,Cnaphalocrocis conformis,"Meyrick, 1934",1934,\N,""
85c12461-598d-4c82-9468-e853c1cf3c2b,Eriogonum bidentatum,Jeps.,"","Jeps. In: Madrono, 1: 115. (1923).",1923
4406e645-25c8-4f82-b45c-348eef61bd78,Inocatops impressus,"Broun, 1921",1921,"Broun, T. Descriptions of new genera and species of Coleoptera. Part VI, pp. 475-590. New Zealand Institute, Bulletin No. 1. Marcus F. Marks, Wellington. (1921).",1921
d1ed0adf-5cc6-4456-a9b0-c75111f953fd,Pseudodiplodia cyanogena,"(Speg.) Sacc., 1913",1913,"Saccardo, P.A. In: Syll. fung. (Abellini) 22:1145. (1913).",1913
3363a372-e4ee-4406-b4fc-2264cc4df711,Coelosphaera (Coelosphaera) encrusta,"(Kumar, 1925)","",\N,""
1ddd8767-fc46-4a93-b12d-4b566445fca3,Onthophagus flavibasis var. lineiger,"D'Orbigny, 1904",1904,\N,""
5817d87a-de83-4e2c-94ba-f611dfd647b2,Sphaerodorum pacificum,"Hartman, 1954",1954,"Hartman, Olga. Deep-water benthic polychaetous annelids off New England to Bermuda and other North Atlantic areas. Occasional Papers of the Allan Hancock Foundation. 28: 1-384. (1965).",1965
bebd9058-3ade-4e86-9c99-c68162a4e97d,Chthonius (Ephippiochthonius) corsicus,"Callaini, 1981",1981,\N,""
96eeccc6-3f65-4d18-ad77-d0dce41f4e2d,Micrastur mirandollei,"(Schlegel, 1862)","",\N,""
1a81b0c7-a9aa-4177-8093-db873642d39d,Omangidiella parvidactyla,"Iannilli, Holsinger, Ruffo & Vonk, 2006",2006,\N,""
cb49ede6-4af6-452f-aa56-ed083021047a,Prosopocoilus (Metopodontus) umhangi,"(Fairmaire, 1891)","",Fairmaire L. Description de nouvelles espèces de Coléoptères. Bulletin de la Société entomologique deFrance :cxcii-cxciii. (1891).,1891
396f549d-d3d3-4ee5-b08e-595c738e51bc,Leptobium korbi,"(Eppelsheim, 1891)","","Eppelsheim, E. Ueber Dolicaon rubripennis Reitt. und einen weiteren neuen Dolicaon aus der paläarctischen Zone. Wiener Entomologische Zeitung, 10 (7): 225-226. (1891).",1891
d54dfacc-d6e8-48f2-8ecc-7ae30c35e705,Gynostemma pallidinerve,Z.Zhang,"","Z. Zhang. In: Acta Phytotax. Sin. 29(4): 370-271, f. 1. (1991).",1991
07209292-62e2-4397-888d-591c32d6faf9,Onosma ovalifolium,Ky. & Boiss.,"","Ky. & Boiss. In: Boiss., Fl. 4: 196. (1875).",1875
36406248-6f9a-4902-acbf-76a7fb71404e,Capsella penarthae,(Shull) Wilmott,"",\N,""
e1da00f7-aecc-4728-a1c1-01d37957f4f5,Plantago barbata var. imberbis,Hook.fil.,"",Hook. fil. In: Bot. Antarct. Voy. I. (Fl. Antarct.). 2: 339. (1846).,1846
f0e22371-a6df-42cd-b4af-a52ca3822311,Holotrichia acutangulus,"Arrow, 1938",1938,\N,""
913ef051-1cb2-49b7-8619-37a8f11a5da4,Belvosia villaricana,"Reinhard, 1951",1951,\N,""
0b91836b-94e2-4f0c-9435-ee6271418d6b,Mantisalca salmantica var. yserniana,"(Gay & Weeb ex Graells.) M.Ladero Alvarez, F.Navarro Andrés & C.J.Valle Gutiérrez","","M. Ladero Alvarez, F. Navarro Andrés & C. J. Valle Gutiérrez. In: Stud. Bot. (Salamanca), 3: 266. (1984).",1984
2566f954-cbe7-424d-8667-a3e48ed8e2a1,Coleocentrus flavipes,"(Provancher, 1874)","","Provancher, L. Les Ichneumonides de Quebec avec description de plusieurs especes nouvelles. Naturaliste Canadien. 6:78-81. (1874).",1874
07399c87-839a-4050-b60b-7e780f16fd87,Myllocerus antoniae,"Reitter, 1895",1895,\N,""
0a7e9f00-0b44-42db-8770-a7929b6df7cd,Salinisphaeraceae,\N,"",\N,""
ffcd9a7e-c092-4b5d-a7be-6dad7633f7d2,Muscicapa caerulescens caerulescens,"(Hartlaub, 1865)","",\N,""
ecfd10c6-ea90-4165-87d0-72962136c2d1,Stenoraphidia longioccipitalis,"Lyu et al., 2018",2018,"Lyu, Y.-n.; Ren, D.; Liu, X.-y. A remarkable new genus of the snakefly family Mesoraphidiidae (Insecta: Raphidioptera) from the Lower Cretaceous of China, with description of a new species. Cretaceous Research 89:119-125. (2018).",2018
48986b80-92ea-4752-b4c0-9419cfd992e0,Cypraea felina,"Gmelin, 1791",1791,\N,""
1842c9de-342b-4703-b89a-812d6da54931,Ecliptopera triangulifera,"Moore, 1888",1888,\N,""
43c01404-44a5-44a4-85eb-123b898adb32,Dolichometopus productus,"(Hall & Whitfield, 1877)","",C. E. Resser. Cambrian fossils from the Mohave desert. Smithsonian Miscellaneous Collections 2: 1--14. (1928).,1928
2036a039-0f61-4f94-b706-04ae6bc1807d,Metagonum subvirescens,"(LaFerté-Sénectère, 1853)","",\N,""
85a0166f-fa56-4a40-8bc4-5ed9cc855f89,Hoplorida congoana,"Moser, 1918",1918,Moser J. Beitrag zur Kenntnis der Melolonthiden. Stettiner Entomologische Zeitung 79:297-349. (1918).,1918
25dc2ecb-2373-45ce-a019-9cf0b90b2637,Anarhichas scansor,"Bloch & Schneider, 1801",1801,\N,""
dd926f5f-6920-4fa2-bb6f-78185eb602f8,Hemirhamphus melanochir,\N,"",\N,""
e09fde8c-aecf-40ca-afe9-6290de0b4ce8,Rhaconotus ceylonicus,"Belokobylskij, 2001",2001,"Belokobylskij, S.A. New species of the genera Rhaconotus Ruthe, Ipodoryctes Granger and Arhaconotus Blkb. from the Oriental region (Hymenoptera: Braconidae, Doryctinae). Zoosystematica Rossica. 10(1): 101-162. (2001).",2001
777e3709-ba55-48e3-ab62-16151d21101f,Prosopis siliquastrum var. longisiliqua,Phil.,"",\N,""
eaa96849-3e77-481a-8aa7-5ce8e6174c57,Volvocaceae,\N,"",\N,""
0aa4b943-98c4-4c09-97f7-be69461862ce,Dothidella osmundae,"(Peck & Clinton) Sacc., 1883",1883,"Saccardo, P.A. In: Syll. fung. (Abellini) 2:631. (1883).",1883
be3d2344-19b7-4b7c-8166-d673b6a9c0cf,Cyperus dactyliformis var. involutus,(C.B.Clarke) K.Schum.,"",K.Schum. In: Just's Bot. Jahresber. 26: 328. (1900).,1900
570a1acf-3534-4b3f-9773-b0d6d3dd3aaf,Lachesilla concava,"Garcia Aldrete, 2000",2000,\N,""
b7c43451-27df-41c7-b824-aa7db161432c,Goryphus hilarulus,"(Tosquinet, 1896)","","Tosquinet, J. Contributions a la faune entomologique de l'Afrique. Ichneumonides. Memoires de la Societe Entomologique de Belgique. 5:1-430. (1896).",1896
8363f12a-6e70-4823-b80d-d25914c599ce,Sistotrema subtrigonospermum,"D.P.Rogers, 1935",1935,"Rogers, D.P. In: Iowa St. Coll. J. Sci. 17(1):22. (1935).",1935
c60f70e7-ef47-4591-b370-4900017050f7,Ophryoglena inquieta,"Kahl, 1931",1931,\N,""
2cb71e04-ac97-4154-8ad4-6811729141b1,Belemnopsis aucklandica,"Hochstetter, 1863",1863,J. Marwick. Divisions and faunas of the Hokonui System (Triassic and Jurassic). New Zealand Geological Survey Paleontological Bulletin. (1953).,1953
c2468114-7abb-481f-a10c-f056e95f83eb,Harmothoe cornuta,"(Potts, 1910)","",\N,""
0312defd-a9e3-4d48-b850-55e928ac90a1,Dasyvalgus flavicauda,"Miyake, Yamaguchi & Aoki, 2002",2002,"Miyake Y., Yamaguchi S., Aoki T. & Akiyama M. Note on beetles of the superfamily Scarabaeoidea collected in the semi-dried tropical forest in East Thailand (1999), together with description of one new genus and eleven new species. Science Report of the Research Institute of Evolutionary Biology 10:43-76. (2002).",2002
4a148742-98a4-4d6f-8938-2c6db285ce3b,Persoonia laurina leiogyna,L.A.S.Johnson & P.H.Weston,"",\N,""
6dc4d72f-8ab4-4430-a59a-44e437de6c98,Lepidosaphes acaciae albida,"Fernald, 1903",1903,\N,""
41c81fbf-c3f3-453f-9d65-cc92449c9b44,Taraxacum engadinense,van Soest,"","van Soest. In: Veröff. Geobot. Inst. Rübel, 42: 132. (1969).",1969
7319cf84-0557-4d97-bd66-3019e96b6b57,Entyloma erigerontis,"Syd. & P.Syd. ex Cif., 1928",1928,Syd. & P. Syd. ex Cif. In: Annls mycol. 26(1/2):39. (1928).,1928
0b0d3c49-9a0f-44de-aacb-b40f0f65c3c6,Bulbophyllum leptoglossum,J.J.Verm. & A.L.Lamb,"",J.J.Verm. & A.L.Lamb. In: Malesian Orchid J. 1: 53. (2008).,2008
6631a630-72c2-413a-aed4-1453829509c5,Epitholiolus chilensis,"(Bürger, 1906) Foissner, Agatha & Berger, 2002",2002,\N,""
60001e6a-0bce-4250-ac49-ff44ed473b9f,Fibrobacteria,\N,"",\N,""
07992fda-3737-49a3-be44-1e1b7292dfde,Megachile derelicta,"Cockerell, 1913",1913,\N,""
3debfc91-3cce-434b-a6f4-a80351f77467,Granulina pruinosa,"Boyer, 2003",2003,Boyer F. Les genres Granulina et Dentimargo (Gastropoda: Marginellidae) dans le domaine côtier de la Nouvelle-Calédonie Novapex 4 (4) : 79-92. (2003).,2003
1e4d67ba-260b-4911-bcf0-e188b447883a,Corbula taitensis,"Lamarck, 1818",1818,\N,""
37c672b9-af0a-42d2-818b-564832763fd3,Benthomangelia subtrophonoidea,"Okutani, 1964",1964,\N,""
e425a9e3-bbe5-4204-94fe-40a860092db7,Leiosyrinx liphaima,"Bouchet & Sysoev, 2001",2001,\N,""
5196cff1-ea55-4bd9-9986-d582f0c54f3b,Glochidion amentuligerum,(Müll.Arg.) Croizat,"",Croizat. In: Sargentia 1: 46. (1942).,1942
35db434f-45b3-435b-98f9-17f0e3490b8d,Apanteles frersi,"(Brethes, 1917)","","Brethes, J. Descripcion de dos nuevos Himenopteres de Buenos Aires. Physis Buenos Aires. 3:90-91. (1917).",1917
50c1d250-035c-4a24-acf4-242bc73df941,Scapsipedus mosambicus,"Chopard, 1962",1962,\N,""
c55b0657-eeac-4033-9a58-450cd8d73765,Silene samojedorum,(Sambuk) Oxelman,"",Oxelman. In: Nordic J. Bot. 20(5): 516. (2001).,2001
487d6edf-0617-4b4f-8902-6bf2eddf6aff,Poa trivialis var. stricta,Döll ex Alef.,"",Döll ex Alef. In: Landw. Fl.: 351. (1866).,1866
96ee1612-f0d1-42bd-a826-2c61e33e7d5f,Mallotus vitifolius,Kuntze,"",Kuntze. In: Revis. Gen. Pl. 2: 608. (1891).,1891
cb956da7-c9c2-41c5-a9f0-08b7066b94ed,Zaprionus pyinoolwinensis,"Wynn & Toda, 1988",1988,\N,""
72c09205-468a-4e94-ad01-68bd74cf342d,Hippoporella multiavicularia,"(Androsova, 1958)","",\N,""
3fc78f17-45b3-4935-b518-168c0005c312,Euliusa sparsella,"Casey, 1906",1906,"Casey, T. L. Observations on the staphylinid groups Aleocharinae and Xantholinini, chiefly of America. Transactions of the Academy of Science of St. Louis, 16: 125-434. (1906).",1906
476805fa-a21a-4120-8652-35e1b6011978,Chamaeceras fuscatus,"(Lév.) Kuntze, 1898",1898,"Kuntze, C.E.O. In: Revis. gen. pl. (Leipzig) 3(2):456. (1898).",1898
883b65f3-eaf8-4a40-b058-0cbbd78e19c4,Tudiclidae,\N,"",\N,""
2357bed7-ecca-4245-a10b-0f1e859191e2,Commelina echinosperma,K.Schum.,"","H.G.A.Engler. In: Pflanzenw. Ost-Afrikas, C: 135. (1895).",1895
d30c9d9c-d97b-46c2-be4b-9ecb94a7fcff,Eudorylas revolutus,"(X.u.Yang, 1989)","",\N,""
36a40e42-dff1-447a-9653-c028ce3e3113,Melanospora oligospora,"(Petri) Cif., 1958",1958,"Ciferri, R. In: Sydowia 11(1-6):286. (1958).",1958
6a9b71c3-022c-48fe-86ba-642084c606f3,Anacampsis conistica,"Walsingham, 1910",1910,\N,""
fb27af3f-80fa-4b8e-83b2-648696620418,Agnesia complicata,"Kott, 1954",1954,"Kott, P. Tunicata. Ascidians. B.A.N.Z. antarct. Res. Exp., Ser. B.. 1(4): 121-182. (1954).",1954
6c1da10d-8d73-4ca7-be25-4e8be3a5b3a0,Cazierus politus,"(Pocock, 1898)","",\N,""
39e62be0-bce1-493e-8558-750280d8f5e7,Rhus glauca,Thunb.,"","Thunb. In: Hoffm. Phytog. Blaetter, 1: (1803).",1803
020dc9cd-db91-4f26-ac5e-25817abe0b28,Hydnum imbricatum,"L., 1753",1753,"Linnaeus, C. von. In: Sp. pl. 2:1178. (1753).",1753
17fa40e1-2b3f-406f-a1ae-9109c29bd7d3,Chromis retrofasciatus,"Weber, 1913",1913,\N,""
8f217f8d-94f5-4c66-86b6-d7babbca60bc,Poggendorffia rosea,Karst.,"","Karst. In: Linnaea, 28: 439 (1856), et Fl. Columb. 1: 29. (1858).",1858
d11b269c-eab9-4b34-b5ae-c481f8890de4,Orchelimum volantum,"McNeill, 1891",1891,\N,""
7f443b2a-3f35-4737-82ed-e50c4e32b5f0,Unio (Elliptio) viridis,"Rafinesque, 1820",1820,"Williams, J. D.; Bogan, A. E.; Garner, J. T. Freshwater mussels of Alabama and the Mobile Basin in Georgia, Mississippi and Tennessee. University of Alabama Press, Tuscaloosa. 908 pp. (2008).",2008
b0200106-3fc0-46f0-b567-eafc0fa57e12,Dendrobaena ganglbaueri differentis,"Tzelepe, 1943",1943,"Martin, P.; Martinez-Ansemil, E.; Pinder, A.; Timm T.; Wetzel, M. J. World checklist of freshwater Oligochaeta species. World Wide Web electronic publication. (2016).",2016
dd13cc76-3d27-460f-95fc-a36fecaa5860,Contopus lugubris,"Lawrence, 1865",1865,\N,""
07922302-54a2-42f9-8695-578d55424aae,Galera conocephala,"(Bull.) Quél., 1872",1872,"Quélet, L. In: Mém. Soc. Émul. Montbéliard, Sér. 2 5:135. (1872).",1872
5f6255eb-c6dc-4ef5-8127-e2e62fb52a6e,Erioderma leylandii azoricum,P.M.Jørg. & P.James,"",\N,""
9367b408-61f5-4e5b-81bb-65b21ad36b9a,Ptycta oligocantha,"Thornton, 1984",1984,\N,""
fe92f1d7-8bf4-4e02-b4c0-7ef37baf2a6e,Cleonus novaki,"Penecke, 1928",1928,\N,""
6f09652e-46d7-4d4c-81cc-3e5750f7592e,Lepidopilum muelleri,"Spruce, 1865",1865,"Spruce. Ann. Sci. Nat., Bot., ser. 5, (1865).",1865
01f914e8-9d2f-46ac-bf95-3e1a60a506c6,Luteuthis dentatus,"O'Shea, 1999",1999,\N,""
54966806-9556-4a10-95b8-56529fc63815,Anoplophrya singluaris,"Puytorac, 1954",1954,\N,""
0648c255-3f5e-4e02-bad2-10ba82ecb72c,Antrophyum falcatum,Bl.,"",Bl. In: Enum. Fil. 109. (1828).,1828
23fa2625-b185-4cc9-8c46-6e35f67b2386,Agropyron libanoticum,Hack.,"",Hack. In: Allg. Bot. Z. Syst. 10: 21. (1904).,1904
103bed27-ef6e-4c25-a2b2-0d62c8d89a59,Praravinia sarawacensis,Bremek.,"",Bremek. In: Recueil Trav. Bot. Néerl. 37: 259. (1940).,1940
92b8d187-35e7-4fdc-8070-99805e3e757e,Gammarus angulosus,"Rathke, 1843",1843,"Lincoln, R. J. British marine Amphipoda: Gammaridea. British Museum (Natural History). 658 pp. (1979).",1979
aac32699-f3a2-4544-91be-ae88bcc4b266,Pterostichus samojedorum,"(J.Sahlberg, 1880)","",\N,""
780f419a-e3b4-47bc-b25e-7d84fe404781,Drymus (Drymus) assimilis,"G.Horvath, 1897",1897,"Horvath, G. Description d'Hemipteres nouveaux & notes diverses. Revue de d’Entomologie, Caen. (Rev. Ent., Caen.). (1897).",1897
1e81c702-ef0f-4d0a-961e-9bdef93309bd,Lepidozia ceramensis,Herzog,"",Herzog T. Bryophyten der weiteren Indomalaya. Hedwigia 66: 337-358. (1926).,1926
83bb8bad-6776-4f4b-b5c7-4d36c57ea02d,Linoglossa marginipennis,"Pace, 1997",1997,"Pace, R. Nuove Aleocharinae della Nuova Caledonia (Coleoptera Staphylinidae). In: Nait, J. & L. Matile (eds.). Zoologia neocaledonica. Vol. 4. Mémoires du Muséum National d'Histoire Naturelle (A: Zoologie), 171: 257-282. (1997).",1997
99f494dd-e901-4d0e-b07f-98be71968675,Lobotrachelus bakeri,"Hustache, 1925",1925,\N,""
77c9baa3-973c-4086-8b7c-5f07a18f6217,Fragariastrum ulrichii,(Parolly & Nordt) Kechaykin & Shmakov,"",Kechaykin & Shmakov. In: Turczaninowia 19(4): 121. (2016).,2016
bbbadeac-c2e3-47d0-81b5-545d2638b1eb,Astrosporina emergens,"Cleland, 1933",1933,"Cleland, J.B. In: Trans. & Proc. Roy. Soc. S. Australia 57:192. (1933).",1933
b732a50a-95f5-40f5-8d12-9fd44710c604,Doryura gaudama,"Theobald, 1868",1868,\N,""
29305ae8-a250-458f-b420-f79a7f2e42db,Pseudofavolus miquelii,"(Mont.) Pat., 1900",1900,"Patouillard, N.T. In: Essai Tax. Hyménomyc. (Lons-le-Saunier):81. (1900).",1900
c2c39326-7952-49d0-ab2e-e70f942f616c,Synnevrus rufoniger,"(R.Turner, 1912)","",\N,""
54fd1c84-f68a-4bac-8db4-c1440c6ce953,Crassocephalum radiatum,S.Moore,"","S. Moore. In: Journ. Bot., 56: 227. (1918).",1918
4598dc76-df73-489c-8c50-1145dd8c8d93,Oscinella frit,"(Linnaeus, 1758)","",\N,""
c14fdbac-d888-4eb3-b715-a380cd425b3f,Gentiana procera,Holm,"","Holm. In: Ottawa Nat., 15: 111. (1901).",1901
dea5d80d-5ab6-4881-b313-08ccce6a022c,Stelis pterostele,Hoehne & Schltr.,"",Hoehne & Schltr. In: Arch. Bot. São Paulo 1: 206. (1926).,1926
31c7b7ae-7994-413c-beb9-6755a125854b,Eudendrium vestitum,"Allman, 1888",1888,"Marques, A. C.; Mergner, H.; Hoinghaus, R.; Vervoort, W. Bimeria vestita (Hydrozoa: Anthomedusae: Bougainvilliidae) senior synonym of Eudendrium vestitum (Hydrozoa: Anthomedusae. Eudendriidae). Zool. Meded., Leiden. 73: 12-33. (2000).",2000
1409f398-674d-4317-a9bc-71fc3e206563,Attumbra josephinae,"(Saulcy, 1862)","","Saulcy, F. de. Observations sur les genres Choleva, Catops et Catopsimorphus et remarques sur le nouveau catalogue de M. Schaum suivies de la description de deux nouveaux genres et de quatre nouvelles espèces de coléoptères propres a la fauna française. Annales de la Société Entomologique de France, (4) 2: 281-291. (1862).",1862
096ea561-e3cc-44d8-b0f4-84bd5ac38aae,Elytrigia trichophora var. glabra,Ataeva,"","Ataeva. In: Izv. Akad. Nauk Turkmensk. S.S.R., Ser. Biol. Nauk 1987(3): 54. (1987).",1987
